reception_time,mmsi,latitude,longitude,is_in_zone,speed_over_ground,course_over_ground,message_type
2025-11-02 00:08:50+00,258144500,59.475978,10.687548,False,0.0,,1
2025-11-02 00:09:02+00,257267400,59.492287,10.380018,False,0.0,,3
2025-11-02 00:09:30+00,636019292,59.480152,10.567715,False,14.2,189.5,1
2025-11-02 00:09:42+00,257819000,59.583617,10.61825,True,0.0,217.0,3
2025-11-02 00:09:45+00,257100550,59.546782,10.572365,False,0.1,,18
2025-11-02 00:10:00+00,258144500,59.476015,10.687577,False,0.0,,1
2025-11-02 00:10:34+00,257101500,59.608127,10.409598,False,0.0,,18
2025-11-02 00:10:35+00,636019292,59.47591,10.566333,False,13.9,189.6,1
2025-11-02 00:11:10+00,258144500,59.476015,10.68759,False,0.0,,1
2025-11-02 00:11:42+00,636019292,59.471718,10.564958,False,13.8,189.6,1
2025-11-02 00:12:20+00,258144500,59.476028,10.687585,False,0.0,,1
2025-11-02 00:12:40+00,257819000,59.583617,10.61825,True,0.0,229.0,3
2025-11-02 00:12:44+00,257100550,59.546777,10.572362,False,0.1,,18
2025-11-02 00:12:47+00,636019292,59.467638,10.563618,False,13.6,189.8,1
2025-11-02 00:12:58+00,257267400,59.492307,10.380002,False,0.0,,3
2025-11-02 00:13:21+00,258144500,59.476003,10.687578,False,0.0,,1
2025-11-02 00:13:33+00,257101500,59.60812,10.409613,False,0.0,,18
2025-11-02 00:14:31+00,258144500,59.475992,10.687573,False,0.0,,1
2025-11-02 00:14:33+00,258003500,59.546323,10.571957,False,0.0,349.2,18
2025-11-02 00:15:05+00,257267400,59.4923,10.38001,False,0.0,,3
2025-11-02 00:15:40+00,258144500,59.475992,10.6876,False,0.0,,1
2025-11-02 00:15:40+00,257819000,59.583617,10.61825,True,0.0,110.0,3
2025-11-02 00:15:45+00,257100550,59.54678,10.572363,False,0.1,,18
2025-11-02 00:16:34+00,257101500,59.608135,10.409503,False,0.0,,18
2025-11-02 00:16:51+00,258144500,59.475982,10.687577,False,0.0,,1
2025-11-02 00:17:32+00,258003500,59.54634,10.57193,False,0.1,349.2,18
2025-11-02 00:18:01+00,258144500,59.47599,10.687593,False,0.0,,1
2025-11-02 00:18:11+00,257819000,59.583333333333336,10.616666666666667,True,0.0,152.0,27
2025-11-02 00:18:44+00,257100550,59.546782,10.572365,False,0.1,,18
2025-11-02 00:19:03+00,257267400,59.49228,10.38002,False,0.0,,3
2025-11-02 00:19:10+00,258144500,59.475975,10.687593,False,0.0,,1
2025-11-02 00:19:33+00,257101500,59.608132,10.40956,False,0.0,,18
2025-11-02 00:20:21+00,258144500,59.476003,10.68757,False,0.0,,1
2025-11-02 00:20:32+00,258003500,59.54633,10.571943,False,0.0,344.9,18
2025-11-02 00:20:55+00,257267400,59.492267,10.380007,False,0.0,,3
2025-11-02 00:21:31+00,258144500,59.476013,10.687548,False,0.0,,1
2025-11-02 00:21:40+00,257819000,59.5836,10.618267,True,0.0,73.0,3
2025-11-02 00:21:45+00,257100550,59.54678,10.57236,False,0.1,,18
2025-11-02 00:22:33+00,257101500,59.608128,10.409552,False,0.0,,18
2025-11-02 00:22:41+00,258144500,59.475982,10.687545,False,0.0,,1
2025-11-02 00:23:33+00,258003500,59.546325,10.57194,False,0.0,344.9,18
2025-11-02 00:23:50+00,258144500,59.47599,10.687547,False,0.0,,1
2025-11-02 00:24:39+00,257819000,59.583617,10.618267,True,0.0,255.0,3
2025-11-02 00:24:45+00,257100550,59.546783,10.572365,False,0.1,,18
2025-11-02 00:25:00+00,258144500,59.475992,10.68754,False,0.0,,1
2025-11-02 00:25:04+00,257267400,59.492287,10.379992,False,0.0,,3
2025-11-02 00:25:34+00,257101500,59.60813,10.409595,False,0.0,,18
2025-11-02 00:26:10+00,258144500,59.47599,10.687543,False,0.0,,1
2025-11-02 00:26:49+00,257267400,59.492287,10.37999,False,0.0,,3
2025-11-02 00:27:20+00,258144500,59.475968,10.687565,False,0.0,,1
2025-11-02 00:27:42+00,257819000,59.583617,10.618283,True,0.0,228.0,3
2025-11-02 00:27:42+00,257100550,59.546782,10.572363,False,0.1,,18
2025-11-02 00:28:21+00,258144500,59.475977,10.687548,False,0.0,,1
2025-11-02 00:28:33+00,257101500,59.608132,10.409587,False,0.0,,18
2025-11-02 00:29:29+00,258144500,59.475992,10.687523,False,0.0,,1
2025-11-02 00:29:33+00,258003500,59.54633,10.571933,False,0.1,349.3,18
2025-11-02 00:30:40+00,257819000,59.583617,10.618267,True,0.0,266.0,3
2025-11-02 00:30:41+00,258144500,59.475988,10.687563,False,0.0,,1
2025-11-02 00:30:44+00,257100550,59.54678,10.572365,False,0.1,,18
2025-11-02 00:30:51+00,257267400,59.49228,10.379997,False,0.0,,3
2025-11-02 00:31:33+00,257101500,59.608108,10.409603,False,0.0,,18
2025-11-02 00:31:51+00,258144500,59.475972,10.687573,False,0.0,,1
2025-11-02 00:32:33+00,258003500,59.546315,10.57195,False,0.1,2.3,18
2025-11-02 00:33:00+00,258144500,59.47601,10.687565,False,0.0,,1
2025-11-02 00:33:01+00,257267400,59.49228,10.379997,False,0.0,,3
2025-11-02 00:33:40+00,257819000,59.583617,10.61825,True,0.0,267.0,3
2025-11-02 00:33:44+00,257100550,59.546783,10.572362,False,0.2,,18
2025-11-02 00:34:10+00,258144500,59.476013,10.687555,False,0.0,,1
2025-11-02 00:34:33+00,257101500,59.60812,10.409593,False,0.0,,18
2025-11-02 00:35:21+00,258144500,59.476017,10.687548,False,0.0,,1
2025-11-02 00:35:32+00,258003500,59.546335,10.571952,False,0.0,2.3,18
2025-11-02 00:36:31+00,258144500,59.476005,10.687565,False,0.0,,1
2025-11-02 00:36:39+00,257819000,59.583617,10.61825,True,0.0,286.0,3
2025-11-02 00:36:42+00,257100550,59.546782,10.572357,False,0.1,,18
2025-11-02 00:36:57+00,257267400,59.492287,10.38002,False,0.0,,3
2025-11-02 00:37:35+00,257101500,59.608125,10.409608,False,0.0,,18
2025-11-02 00:37:41+00,258144500,59.476003,10.687547,False,0.0,,1
2025-11-02 00:38:32+00,258003500,59.546335,10.571942,False,0.1,2.3,18
2025-11-02 00:38:50+00,258144500,59.47598,10.687543,False,0.0,,1
2025-11-02 00:39:02+00,257267400,59.492287,10.380018,False,0.0,,3
2025-11-02 00:39:39+00,257819000,59.583617,10.61825,True,0.0,298.0,3
2025-11-02 00:39:45+00,257100550,59.546782,10.572357,False,0.0,,18
2025-11-02 00:40:01+00,258144500,59.476,10.687567,False,0.0,,1
2025-11-02 00:40:33+00,257101500,59.608123,10.409568,False,0.0,,18
2025-11-02 00:41:10+00,258144500,59.475985,10.687563,False,0.0,,1
2025-11-02 00:41:33+00,258003500,59.546327,10.571937,False,0.1,304.5,18
2025-11-02 00:42:21+00,258144500,59.476,10.687533,False,0.0,,1
2025-11-02 00:42:40+00,257819000,59.583617,10.618267,True,0.0,233.0,3
2025-11-02 00:43:01+00,257267400,59.492287,10.38,False,0.0,,3
2025-11-02 00:43:31+00,258144500,59.475985,10.687543,False,0.0,,1
2025-11-02 00:43:35+00,257101500,59.608107,10.409588,False,0.0,,18
2025-11-02 00:44:50+00,258144500,59.475997,10.687542,False,0.0,,1
2025-11-02 00:45:05+00,257267400,59.49228,10.379987,False,0.0,,3
2025-11-02 00:45:41+00,257819000,59.583617,10.618267,True,0.0,270.0,3
2025-11-02 00:45:45+00,257100550,59.546785,10.572363,False,0.1,,18
2025-11-02 00:46:01+00,258144500,59.476005,10.687552,False,0.0,,1
2025-11-02 00:46:34+00,257101500,59.608142,10.40957,False,0.0,,18
2025-11-02 00:47:10+00,258144500,59.476007,10.687572,False,0.0,,1
2025-11-02 00:47:31+00,258003500,59.546327,10.571932,False,0.0,304.5,18
2025-11-02 00:48:21+00,258144500,59.47599,10.687555,False,0.0,,1
2025-11-02 00:48:40+00,257819000,59.583617,10.618267,True,0.0,166.0,3
2025-11-02 00:48:44+00,257100550,59.54678,10.57236,False,0.2,,18
2025-11-02 00:48:49+00,257267400,59.49228,10.38,False,0.0,,3
2025-11-02 00:49:30+00,258144500,59.47599,10.687527,False,0.0,,1
2025-11-02 00:49:34+00,257101500,59.60811,10.409547,False,0.0,,18
2025-11-02 00:50:40+00,258144500,59.475992,10.68756,False,0.0,,1
2025-11-02 00:50:52+00,257267400,59.492287,10.380003,False,0.0,,3
2025-11-02 00:51:41+00,257819000,59.583617,10.618267,True,0.0,225.0,3
2025-11-02 00:51:43+00,257100550,59.546773,10.57236,False,0.0,,18
2025-11-02 00:51:50+00,258144500,59.475995,10.687537,False,0.0,,1
2025-11-02 00:52:33+00,257101500,59.608108,10.409592,False,0.0,,18
2025-11-02 00:53:01+00,258144500,59.47598,10.687558,False,0.0,,3
2025-11-02 00:53:31+00,258003500,59.546328,10.57196,False,0.0,304.5,18
2025-11-02 00:53:55+00,265058000,59.612352,10.623202,False,13.0,175.0,1
2025-11-02 00:54:10+00,258144500,59.47598,10.687537,False,0.0,,1
2025-11-02 00:54:41+00,257819000,59.583617,10.618283,True,0.0,155.0,3
2025-11-02 00:54:44+00,257100550,59.546777,10.572355,False,0.1,,18
2025-11-02 00:55:05+00,265058000,59.608168,10.623912,False,12.9,174.9,1
2025-11-02 00:55:06+00,257267400,59.49228,10.38001,False,0.0,,3
2025-11-02 00:55:21+00,258144500,59.475988,10.687555,False,0.0,,1
2025-11-02 00:55:34+00,257101500,59.60812,10.409565,False,0.0,,18
2025-11-02 00:56:17+00,265058000,59.60386,10.62465,False,12.8,175.6,1
2025-11-02 00:56:29+00,258144500,59.47598,10.687548,False,0.0,,1
2025-11-02 00:56:33+00,258003500,59.546333,10.57194,False,0.0,304.5,18
2025-11-02 00:56:49+00,257267400,59.492287,10.380002,False,0.0,,3
2025-11-02 00:57:25+00,265058000,59.599812,10.625097,False,12.8,177.1,1
2025-11-02 00:57:40+00,258144500,59.476,10.687563,False,0.0,,1
2025-11-02 00:57:41+00,257819000,59.583617,10.618283,True,0.0,182.0,3
2025-11-02 00:58:35+00,257101500,59.608095,10.409567,False,0.0,,18
2025-11-02 00:58:36+00,265058000,59.595555,10.625547,True,12.7,177.2,1
2025-11-02 00:58:51+00,258144500,59.47599,10.687555,False,0.0,,3
2025-11-02 00:59:32+00,258003500,59.546342,10.571962,False,0.0,304.5,18
2025-11-02 00:59:45+00,265058000,59.591533,10.625972,True,12.8,176.5,3
2025-11-02 01:00:01+00,258144500,59.475983,10.68755,False,0.0,,1
2025-11-02 01:00:39+00,257819000,59.583617,10.618283,True,0.0,238.0,3
2025-11-02 01:00:43+00,257100550,59.546778,10.572365,False,0.4,277.2,18
2025-11-02 01:01:00+00,257267400,59.492287,10.379998,False,0.0,,3
2025-11-02 01:01:05+00,265058000,59.586802,10.626407,True,12.8,177.5,1
2025-11-02 01:01:11+00,258144500,59.475995,10.687562,False,0.0,,1
2025-11-02 01:01:33+00,257101500,59.608075,10.409583,False,0.0,,18
2025-11-02 01:02:16+00,265058000,59.582597,10.626732,True,12.7,179.7,1
2025-11-02 01:02:20+00,258144500,59.47599,10.687527,False,0.0,,1
2025-11-02 01:02:32+00,258003500,59.54633,10.571965,False,0.1,304.5,18
2025-11-02 01:02:50+00,257267400,59.49228,10.379993,False,0.0,,3
2025-11-02 01:03:25+00,265058000,59.578525,10.626562,True,12.7,181.7,1
2025-11-02 01:03:31+00,258144500,59.47598,10.687533,False,0.0,,1
2025-11-02 01:03:40+00,257819000,59.583617,10.618283,True,0.0,267.0,3
2025-11-02 01:03:42+00,257100550,59.546775,10.572355,False,0.1,,18
2025-11-02 01:04:34+00,257101500,59.608108,10.40955,False,0.0,,18
2025-11-02 01:04:37+00,265058000,59.574275,10.626323,True,12.7,181.1,1
2025-11-02 01:04:40+00,258144500,59.475965,10.687537,False,0.0,,1
2025-11-02 01:05:32+00,258003500,59.54631,10.571928,False,0.0,220.4,18
2025-11-02 01:05:43+00,265058000,59.570412,10.625955,False,12.5,188.6,3
2025-11-02 01:05:49+00,258144500,59.475988,10.687567,False,0.0,,1
2025-11-02 01:06:41+00,257819000,59.583617,10.618283,True,0.0,182.0,3
2025-11-02 01:06:44+00,257100550,59.546777,10.57236,False,0.1,,18
2025-11-02 01:06:45+00,265058000,59.566982,10.623683,False,12.5,204.3,1
2025-11-02 01:06:52+00,257267400,59.492287,10.379998,False,0.0,,3
2025-11-02 01:07:00+00,258144500,59.476003,10.687558,False,0.0,,1
2025-11-02 01:07:33+00,257101500,59.608122,10.409558,False,0.0,,18
2025-11-02 01:07:55+00,265058000,59.56337,10.620102,False,12.8,207.3,1
2025-11-02 01:08:10+00,258144500,59.475982,10.687543,False,0.0,,1
2025-11-02 01:08:32+00,258003500,59.546332,10.571943,False,0.1,214.2,18
2025-11-02 01:08:53+00,257267400,59.492287,10.380018,False,0.0,,3
2025-11-02 01:09:06+00,265058000,59.559598,10.616305,False,13.0,206.9,1
2025-11-02 01:09:20+00,258144500,59.475977,10.687557,False,0.0,,1
2025-11-02 01:09:41+00,257819000,59.583617,10.618283,True,0.0,203.0,3
2025-11-02 01:09:44+00,257100550,59.546777,10.572365,False,0.1,,18
2025-11-02 01:10:16+00,265058000,59.555827,10.61248,False,13.1,207.9,1
2025-11-02 01:10:31+00,258144500,59.475982,10.687565,False,0.0,,1
2025-11-02 01:10:33+00,257101500,59.608117,10.409535,False,0.0,,18
2025-11-02 01:11:17+00,265058000,59.55253,10.60907,False,13.2,207.4,1
2025-11-02 01:11:39+00,258144500,59.475973,10.687543,False,0.0,,1
2025-11-02 01:12:26+00,265058000,59.548778,10.605208,False,13.2,207.1,1
2025-11-02 01:12:39+00,257819000,59.583617,10.618283,True,0.0,266.0,3
2025-11-02 01:12:41+00,258144500,59.475987,10.687562,False,0.0,,1
2025-11-02 01:12:43+00,257100550,59.546775,10.57236,False,0.0,,18
2025-11-02 01:13:00+00,257267400,59.49228,10.38,False,0.0,,3
2025-11-02 01:13:33+00,257101500,59.608115,10.409573,False,0.0,,18
2025-11-02 01:13:36+00,265058000,59.544955,10.60133,False,13.3,206.4,1
2025-11-02 01:13:50+00,258144500,59.475968,10.68754,False,0.0,,1
2025-11-02 01:14:33+00,258003500,59.546332,10.571932,False,0.0,274.9,18
2025-11-02 01:14:47+00,265058000,59.541047,10.597498,False,13.3,206.0,1
2025-11-02 01:14:54+00,257267400,59.49228,10.379997,False,0.0,,3
2025-11-02 01:15:01+00,258144500,59.475983,10.68753,False,0.0,,1
2025-11-02 01:15:40+00,257819000,59.583617,10.618283,True,0.0,257.0,3
2025-11-02 01:15:42+00,257100550,59.54678,10.572365,False,0.1,,18
2025-11-02 01:15:56+00,265058000,59.537243,10.593815,False,13.2,205.6,1
2025-11-02 01:16:10+00,258144500,59.475977,10.687553,False,0.0,,1
2025-11-02 01:17:15+00,265058000,59.5329,10.589603,False,13.2,205.7,1
2025-11-02 01:17:20+00,258144500,59.475982,10.687552,False,0.0,,1
2025-11-02 01:17:32+00,258003500,59.546337,10.571958,False,0.0,274.9,18
2025-11-02 01:18:25+00,265058000,59.529047,10.585878,False,13.2,206.3,1
2025-11-02 01:18:31+00,258144500,59.475993,10.687595,False,0.0,,1
2025-11-02 01:18:40+00,257819000,59.583617,10.618283,True,0.0,13.0,3
2025-11-02 01:18:43+00,257100550,59.546777,10.572362,False,0.1,,18
2025-11-02 01:19:06+00,257267400,59.49228,10.379997,False,0.0,,3
2025-11-02 01:19:34+00,257101500,59.60811,10.409558,False,0.0,,18
2025-11-02 01:19:35+00,265058000,59.525185,10.582093,False,13.3,206.6,1
2025-11-02 01:19:41+00,258144500,59.475993,10.687577,False,0.0,,1
2025-11-02 01:20:35+00,258003500,59.546313,10.571943,False,0.0,223.0,18
2025-11-02 01:20:45+00,265058000,59.521345,10.57821,False,13.3,207.2,1
2025-11-02 01:20:50+00,258144500,59.475997,10.687602,False,0.0,,1
2025-11-02 01:20:51+00,257267400,59.49228,10.380005,False,0.0,,3
2025-11-02 01:21:41+00,257819000,59.583617,10.618283,True,0.0,24.0,3
2025-11-02 01:21:43+00,257100550,59.546777,10.572362,False,0.0,,18
2025-11-02 01:21:56+00,265058000,59.517295,10.574587,False,13.3,198.8,1
2025-11-02 01:22:00+00,258144500,59.475982,10.687562,False,0.0,,1
2025-11-02 01:22:37+00,257101500,59.608082,10.409527,False,0.0,,18
2025-11-02 01:23:06+00,265058000,59.513155,10.572478,False,13.4,193.1,1
2025-11-02 01:23:10+00,258144500,59.475958,10.687552,False,0.0,,1
2025-11-02 01:23:33+00,258003500,59.546322,10.571953,False,0.1,216.2,18
2025-11-02 01:24:15+00,265058000,59.508947,10.570717,False,13.4,191.7,1
2025-11-02 01:24:20+00,258144500,59.475983,10.687553,False,0.0,,1
2025-11-02 01:24:38+00,257819000,59.583617,10.618283,True,0.0,338.0,3
2025-11-02 01:24:45+00,257100550,59.546777,10.572365,False,0.1,,18
2025-11-02 01:24:56+00,257267400,59.492267,10.380007,False,0.0,,3
2025-11-02 01:25:16+00,265058000,59.50523,10.569178,False,13.4,192.0,1
2025-11-02 01:25:30+00,258144500,59.476005,10.68761,False,0.0,,1
2025-11-02 01:26:25+00,265058000,59.50103,10.567467,False,13.4,191.7,1
2025-11-02 01:26:32+00,258003500,59.546317,10.571932,False,0.0,216.2,18
2025-11-02 01:26:41+00,258144500,59.47599,10.687562,False,0.0,,1
2025-11-02 01:26:53+00,257267400,59.49228,10.380008,False,0.0,,3
2025-11-02 01:27:36+00,265058000,59.496702,10.565782,False,13.4,190.7,1
2025-11-02 01:27:42+00,257819000,59.583617,10.618283,True,0.0,326.0,3
2025-11-02 01:27:45+00,257100550,59.546778,10.57237,False,0.1,,18
2025-11-02 01:27:49+00,258144500,59.475987,10.687577,False,0.0,,1
2025-11-02 01:28:33+00,257101500,59.608105,10.409558,False,0.0,,18
2025-11-02 01:28:45+00,265058000,59.49251,10.56422,False,13.3,191.6,1
2025-11-02 01:29:01+00,258144500,59.475987,10.687572,False,0.0,,1
2025-11-02 01:29:33+00,258003500,59.54632,10.571953,False,0.0,216.2,18
2025-11-02 01:29:56+00,265058000,59.488242,10.562435,False,13.2,192.2,1
2025-11-02 01:30:11+00,258144500,59.475987,10.687558,False,0.0,,1
2025-11-02 01:30:42+00,257819000,59.5836,10.618283,True,0.0,9.0,3
2025-11-02 01:30:45+00,257100550,59.546778,10.572368,False,0.1,,18
2025-11-02 01:31:03+00,257267400,59.49228,10.380008,False,0.0,,3
2025-11-02 01:31:05+00,265058000,59.484103,10.560942,False,13.1,190.4,1
2025-11-02 01:31:20+00,258144500,59.475987,10.687558,False,0.0,,1
2025-11-02 01:31:35+00,257101500,59.608107,10.409542,False,0.0,,18
2025-11-02 01:32:16+00,265058000,59.479903,10.559455,False,12.9,190.0,1
2025-11-02 01:32:30+00,258144500,59.47599,10.68758,False,0.0,,1
2025-11-02 01:32:32+00,258003500,59.546342,10.571975,False,0.0,216.2,18
2025-11-02 01:33:04+00,257267400,59.492287,10.380002,False,0.0,,3
2025-11-02 01:33:27+00,265058000,59.475758,10.557965,False,12.7,190.0,1
2025-11-02 01:33:41+00,258144500,59.475993,10.687557,False,0.0,,1
2025-11-02 01:33:41+00,257819000,59.583617,10.618283,True,0.0,350.0,3
2025-11-02 01:33:42+00,257100550,59.54678,10.572373,False,0.0,,18
2025-11-02 01:34:33+00,257101500,59.608117,10.409568,False,0.0,,18
2025-11-02 01:34:35+00,265058000,59.471835,10.5566,False,12.6,190.7,1
2025-11-02 01:34:51+00,258144500,59.476012,10.687535,False,0.0,,3
2025-11-02 01:35:32+00,258003500,59.546332,10.571945,False,0.0,216.2,18
2025-11-02 01:35:46+00,265058000,59.467772,10.555307,False,12.5,188.5,3
2025-11-02 01:36:00+00,258144500,59.475998,10.687563,False,0.0,,1
2025-11-02 01:36:42+00,257819000,59.583617,10.618267,True,0.0,359.0,3
2025-11-02 01:36:45+00,257100550,59.546782,10.572378,False,0.1,,18
2025-11-02 01:36:50+00,257267400,59.49228,10.379995,False,0.0,,3
2025-11-02 01:37:10+00,258144500,59.475988,10.687565,False,0.0,,1
2025-11-02 01:37:33+00,257101500,59.608142,10.40957,False,0.0,,18
2025-11-02 01:38:20+00,258144500,59.475995,10.687523,False,0.0,,1
2025-11-02 01:38:32+00,258003500,59.546327,10.571962,False,0.0,216.2,18
2025-11-02 01:38:50+00,257267400,59.49228,10.380007,False,0.0,,3
2025-11-02 01:39:31+00,258144500,59.475987,10.687542,False,0.0,,1
2025-11-02 01:39:40+00,257819000,59.5836,10.618267,True,0.0,9.0,3
2025-11-02 01:39:44+00,257100550,59.546787,10.572378,False,0.1,,18
2025-11-02 01:40:34+00,257101500,59.608127,10.409552,False,0.0,,18
2025-11-02 01:40:41+00,258144500,59.476005,10.687548,False,0.0,,3
2025-11-02 01:41:31+00,258003500,59.546328,10.57194,False,0.1,216.2,18
2025-11-02 01:41:50+00,258144500,59.47601,10.687602,False,0.0,,1
2025-11-02 01:42:40+00,257819000,59.5836,10.618267,True,0.0,341.0,3
2025-11-02 01:42:45+00,257100550,59.546788,10.57238,False,0.1,,18
2025-11-02 01:42:59+00,258144500,59.475985,10.687583,False,0.0,,1
2025-11-02 01:43:00+00,257267400,59.49228,10.37999,False,0.0,,3
2025-11-02 01:43:33+00,257101500,59.608117,10.409573,False,0.0,,18
2025-11-02 01:44:10+00,258144500,59.475988,10.687565,False,0.0,,1
2025-11-02 01:44:32+00,258003500,59.546332,10.571948,False,0.0,255.3,18
2025-11-02 01:44:59+00,257267400,59.492287,10.380008,False,0.0,,3
2025-11-02 01:45:21+00,258144500,59.475985,10.687553,False,0.0,,1
2025-11-02 01:45:41+00,257819000,59.5836,10.618267,True,0.0,315.0,3
2025-11-02 01:45:43+00,257100550,59.546788,10.572377,False,0.1,,18
2025-11-02 01:46:33+00,257101500,59.608155,10.40958,False,0.0,,18
2025-11-02 01:46:41+00,258144500,59.475987,10.687547,False,0.0,,1
2025-11-02 01:47:35+00,258003500,59.546332,10.571955,False,0.0,255.3,18
2025-11-02 01:47:51+00,258144500,59.475975,10.68755,False,0.0,,1
2025-11-02 01:48:42+00,257100550,59.546788,10.572383,False,0.1,,18
2025-11-02 01:48:42+00,257819000,59.5836,10.618267,True,0.0,16.0,3
2025-11-02 01:48:54+00,257267400,59.492287,10.380017,False,0.0,,3
2025-11-02 01:48:59+00,258144500,59.476003,10.687578,False,0.0,,1
2025-11-02 01:49:33+00,257101500,59.608142,10.409578,False,0.0,,18
2025-11-02 01:50:11+00,258144500,59.475987,10.687573,False,0.0,,1
2025-11-02 01:50:32+00,258003500,59.546325,10.571952,False,0.1,255.3,18
2025-11-02 01:50:57+00,257267400,59.492287,10.380008,False,0.0,,3
2025-11-02 01:51:19+00,258144500,59.475993,10.68756,False,0.0,,1
2025-11-02 01:51:41+00,257819000,59.5836,10.618267,True,0.0,358.0,3
2025-11-02 01:51:44+00,257100550,59.546792,10.57238,False,0.0,,18
2025-11-02 01:52:20+00,258144500,59.475998,10.687548,False,0.0,,1
2025-11-02 01:52:33+00,257101500,59.608135,10.409567,False,0.0,,18
2025-11-02 01:53:29+00,258144500,59.475978,10.687535,False,0.0,,1
2025-11-02 01:53:32+00,258003500,59.546325,10.571948,False,0.0,354.7,18
2025-11-02 01:54:41+00,258144500,59.475992,10.687545,False,0.0,,1
2025-11-02 01:54:42+00,257819000,59.5836,10.618283,True,0.0,285.0,3
2025-11-02 01:54:42+00,257100550,59.54679,10.572383,False,0.1,,18
2025-11-02 01:54:51+00,257267400,59.4923,10.380008,False,0.0,,3
2025-11-02 01:55:33+00,257101500,59.608135,10.409585,False,0.0,,18
2025-11-02 01:55:50+00,258144500,59.475987,10.687558,False,0.0,,1
2025-11-02 01:56:32+00,258003500,59.54633,10.571957,False,0.0,354.7,18
2025-11-02 01:57:01+00,258144500,59.475993,10.687583,False,0.0,,1
2025-11-02 01:57:06+00,257267400,59.492287,10.380018,False,0.0,,3
2025-11-02 01:57:41+00,257819000,59.5836,10.618283,True,0.0,21.0,3
2025-11-02 01:57:45+00,257100550,59.54679,10.572378,False,0.1,,18
2025-11-02 01:58:10+00,258144500,59.475987,10.687547,False,0.0,,1
2025-11-02 01:58:33+00,257101500,59.608132,10.40958,False,0.0,,18
2025-11-02 01:59:20+00,258144500,59.475988,10.687543,False,0.0,,1
2025-11-02 01:59:32+00,258003500,59.546327,10.571952,False,0.0,354.7,18
2025-11-02 02:00:31+00,258144500,59.476008,10.687545,False,0.0,,1
2025-11-02 02:00:39+00,257819000,59.5836,10.618283,True,0.0,339.0,3
2025-11-02 02:00:43+00,257100550,59.546793,10.57238,False,0.0,,18
2025-11-02 02:00:59+00,257267400,59.492287,10.38002,False,0.0,,3
2025-11-02 02:01:36+00,257101500,59.60815,10.40957,False,0.0,,18
2025-11-02 02:01:40+00,258144500,59.475992,10.68758,False,0.0,,1
2025-11-02 02:02:32+00,258003500,59.546313,10.57194,False,0.0,354.7,18
2025-11-02 02:02:50+00,258144500,59.475997,10.68755,False,0.0,,1
2025-11-02 02:02:56+00,257267400,59.49228,10.380013,False,0.0,,3
2025-11-02 02:03:41+00,257819000,59.5836,10.618283,True,0.0,292.0,3
2025-11-02 02:03:42+00,257100550,59.546792,10.572377,False,0.0,,18
2025-11-02 02:04:01+00,258144500,59.475995,10.687537,False,0.0,,1
2025-11-02 02:04:33+00,257101500,59.608112,10.409562,False,0.0,,18
2025-11-02 02:05:09+00,258144500,59.475977,10.687545,False,0.0,,1
